KEY,DATE,TARGET ROOM,ROOM EXAM CAPACITY,TOTAL STUDENTS,COURSES MERGED,UTILIZATION
03/01/2026_09g30_1,2026-01-03,B4-403,60,30,SP1035(30),0.5
03/01/2026_09g30_1,2026-01-03,B4-402,60,30,SP1035(30),0.5
03/01/2026_09g30_1,2026-01-03,B4-401,60,30,SP1035(30),0.5
03/01/2026_09g30_1,2026-01-03,B4-306,80,30,SP1035(30),0.375
03/01/2026_09g30_1,2026-01-03,B4-303,60,30,SP1035(30),0.5
03/01/2026_09g30_1,2026-01-03,B1-208,84,30,SP1035(30),0.35714285714285715
03/01/2026_09g30_1,2026-01-03,B1-212,72,30,SP1035(30),0.4166666666666667
03/01/2026_09g30_1,2026-01-03,B1-315,56,30,SP1035(30),0.5357142857142857
03/01/2026_09g30_1,2026-01-03,B1-311,80,30,SP1035(30),0.375
03/01/2026_09g30_1,2026-01-03,B1-309,56,30,SP1035(30),0.5357142857142857
03/01/2026_09g30_1,2026-01-03,B1-306,84,30,SP1035(30),0.35714285714285715
03/01/2026_09g30_1,2026-01-03,B1-305,72,30,SP1035(30),0.4166666666666667
03/01/2026_09g30_1,2026-01-03,B1-213,72,30,SP1035(30),0.4166666666666667
03/01/2026_09g30_1,2026-01-03,B4-301,60,30,SP1035(30),0.5
03/01/2026_09g30_1,2026-01-03,B1-314,56,29,SP1035(29),0.5178571428571429
03/01/2026_09g30_1,2026-01-03,B1-313,56,29,SP1035(29),0.5178571428571429
03/01/2026_09g30_1,2026-01-03,B1-308,72,23,SP1035(23),0.3194444444444444
03/01/2026_09g30_1,2026-01-03,B1-214,48,22,SP1035(22),0.4583333333333333
03/01/2026_09g30_1,2026-01-03,B1-215,48,20,SP1035(20),0.4166666666666667
03/01/2026_09g30_2,2026-01-03,H6-113,129,44,SP1035(44),0.34108527131782945
03/01/2026_09g30_2,2026-01-03,H6-308,144,40,SP1035(40),0.2777777777777778
03/01/2026_09g30_2,2026-01-03,H6-504,106,40,SP1035(40),0.37735849056603776
03/01/2026_09g30_2,2026-01-03,H6-313,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-405,120,40,SP1035(40),0.3333333333333333
03/01/2026_09g30_2,2026-01-03,H6-411,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-412,123,40,SP1035(40),0.3252032520325203
03/01/2026_09g30_2,2026-01-03,H6-413,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-414,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-506,105,40,SP1035(40),0.38095238095238093
03/01/2026_09g30_2,2026-01-03,H6-310,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-510,102,40,SP1035(40),0.39215686274509803
03/01/2026_09g30_2,2026-01-03,H6-512,105,40,SP1035(40),0.38095238095238093
03/01/2026_09g30_2,2026-01-03,H6-514,108,40,SP1035(40),0.37037037037037035
03/01/2026_09g30_2,2026-01-03,H6-516,114,40,SP1035(40),0.3508771929824561
03/01/2026_09g30_2,2026-01-03,H6-802,120,40,SP1035(40),0.3333333333333333
03/01/2026_09g30_2,2026-01-03,H6-810,120,40,SP1035(40),0.3333333333333333
03/01/2026_09g30_2,2026-01-03,H6-312,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-811,150,40,SP1035(40),0.26666666666666666
03/01/2026_09g30_2,2026-01-03,H6-112,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-305,129,40,SP1035(40),0.31007751937984496
03/01/2026_09g30_2,2026-01-03,H6-214,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-213,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-212,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-211,126,40,SP1035(40),0.31746031746031744
03/01/2026_09g30_2,2026-01-03,H6-210,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-208,117,40,SP1035(40),0.3418803418803419
03/01/2026_09g30_2,2026-01-03,H6-110,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-206,80,40,SP1035(40),0.5
03/01/2026_09g30_2,2026-01-03,H6-205,117,40,SP1035(40),0.3418803418803419
03/01/2026_09g30_2,2026-01-03,H6-201,120,40,SP1035(40),0.3333333333333333
03/01/2026_09g30_2,2026-01-03,H6-415,80,39,SP1035(39),0.4875
03/01/2026_09g30_2,2026-01-03,H6-109,80,39,SP1035(39),0.4875
03/01/2026_09g30_2,2026-01-03,H1-101,138,39,SP1035(39),0.2826086956521739
03/01/2026_09g30_2,2026-01-03,H6-306,80,39,SP1035(39),0.4875
03/01/2026_09g30_2,2026-01-03,H6-311,135,39,SP1035(39),0.28888888888888886
03/01/2026_09g30_2,2026-01-03,H1-104,138,32,SP1035(32),0.2318840579710145
03/01/2026_09g30_2,2026-01-03,H1-103,90,31,SP1035(31),0.34444444444444444
03/01/2026_09g30_2,2026-01-03,H1-102,93,27,SP1035(27),0.2903225806451613
03/01/2026_13g00_1,2026-01-03,B4-505,120,117,"IM1019(45), TR2039(42), CH5607(30)",0.975
03/01/2026_13g00_1,2026-01-03,B4-502,80,69,"IM1019(40), CO5185(29)",0.8625
03/01/2026_13g00_1,2026-01-03,B4-501,80,69,"IM1019(30), CI5253(22), CH5607(17)",0.8625
03/01/2026_13g00_1,2026-01-03,B4-504,60,53,"IM1019(25), CH4087(16), CH5653(12)",0.8833333333333333
03/01/2026_13g00_2,2026-01-03,H6-308,144,139,"CH4087(47), IM1019(41), EN1005(40), IU1005(11)",0.9652777777777778
03/01/2026_13g00_2,2026-01-03,H6-110,80,80,"EN1005(40), IM1019(40)",1.0
03/01/2026_13g00_2,2026-01-03,H6-208,117,113,"IM1019(40), TR2039(40), EE3171(33)",0.9658119658119658
03/01/2026_13g00_2,2026-01-03,H6-210,80,80,"IM1019(40), ME2071(23), TR2039(17)",1.0
03/01/2026_13g00_2,2026-01-03,H6-211,126,40,IM1019(40),0.31746031746031744
03/01/2026_13g00_2,2026-01-03,H6-206,80,39,IM1019(39),0.4875
03/01/2026_15g30_1,2026-01-03,B4-406,108,46,CO3043(46),0.42592592592592593
03/01/2026_15g30_1,2026-01-03,B4-405,60,25,CO3043(25),0.4166666666666667
03/01/2026_15g30_2,2026-01-03,H6-113,129,50,CO3043(50),0.3875968992248062
03/01/2026_15g30_2,2026-01-03,H6-110,80,40,CO3043(40),0.5
03/01/2026_15g30_2,2026-01-03,H6-112,80,40,CO3043(40),0.5
04/01/2026_07g00_1,2026-01-04,B6-306,80,77,"TR4087(42), GK5033(35)",0.9625
04/01/2026_07g00_1,2026-01-04,B1-208,84,82,"IM1025(42), GK5033(40)",0.9761904761904762
04/01/2026_07g00_1,2026-01-04,B4-502,80,80,"GK5033(32), EE3411(31), IM1025(17)",1.0
04/01/2026_07g00_1,2026-01-04,B4-402,60,60,"IM3073(30), IM1025(30)",1.0
04/01/2026_07g00_1,2026-01-04,B1-311,80,79,"IM1025(30), AS2013(30), IM3073(19)",0.9875
04/01/2026_07g00_1,2026-01-04,B1-309,56,54,"IM1025(30), CH4111(24)",0.9642857142857143
04/01/2026_07g00_1,2026-01-04,B1-306,84,84,"IM1025(30), EE3411(30), MA4079(24)",1.0
04/01/2026_07g00_1,2026-01-04,B1-213,72,72,"IM1025(30), CI2157(21), AS3075(21)",1.0
04/01/2026_07g00_1,2026-01-04,B1-313,56,53,"IM1025(29), EE2419(18), CI3259(6)",0.9464285714285714
04/01/2026_07g00_1,2026-01-04,B1-212,72,69,"IM1025(29), PH1009(18), MA3139(17), MA4181(5)",0.9583333333333334
04/01/2026_07g00_1,2026-01-04,B1-314,56,53,"IM1025(20), PH2003(17), AS2013(16)",0.9464285714285714
04/01/2026_07g00_1,2026-01-04,B1-310,32,29,"MA3113(15), CH2109(14)",0.90625
04/01/2026_07g00_1,2026-01-04,B6-304,60,10,CH4115(10),0.16666666666666666
04/01/2026_07g00_2,2026-01-04,H6-802,120,115,"CH4115(43), IM3073(42), ME4025(30)",0.9583333333333334
04/01/2026_07g00_2,2026-01-04,H6-113,129,126,"IM1025(42), CI4139(42), CH2109(42)",0.9767441860465116
04/01/2026_07g00_2,2026-01-04,H2-206,156,152,"GE2069(42), IM1025(41), AS2013(40), TR4087(29)",0.9743589743589743
04/01/2026_07g00_2,2026-01-04,H6-306,80,80,"IM1025(40), IM3073(40)",1.0
04/01/2026_07g00_2,2026-01-04,H6-212,80,80,"IM1025(40), PH2003(40)",1.0
04/01/2026_07g00_2,2026-01-04,H6-213,80,80,"IM1025(40), AS2069(40)",1.0
04/01/2026_07g00_2,2026-01-04,H6-305,129,128,"IM1025(40), ME4025(40), AS2069(40), MA4025(8)",0.9922480620155039
04/01/2026_07g00_2,2026-01-04,H6-214,80,79,"IM1025(40), ME4025(39)",0.9875
04/01/2026_07g00_2,2026-01-04,H6-210,80,79,"IM1025(40), ME2139(39)",0.9875
04/01/2026_07g00_2,2026-01-04,H6-310,80,79,"IM1025(40), ME4025(39)",0.9875
04/01/2026_07g00_2,2026-01-04,H6-311,135,135,"IM1025(40), IU3057(36), CI3263(26), AS2013(26), MA2011(7)",1.0
04/01/2026_07g00_2,2026-01-04,H6-312,80,80,"IM1025(40), ME2139(24), MA3089(16)",1.0
04/01/2026_07g00_2,2026-01-04,H6-313,80,72,"IM1025(40), CI4147(22), GE4033(10)",0.9
04/01/2026_07g00_2,2026-01-04,H6-211,126,99,"IM1025(40), CI4155(20), PH2003(20), CI3259(19)",0.7857142857142857
04/01/2026_07g00_2,2026-01-04,H6-206,80,40,IM1025(40),0.5
04/01/2026_07g00_2,2026-01-04,H6-208,117,40,IM1025(40),0.3418803418803419
04/01/2026_07g00_2,2026-01-04,H6-201,120,40,IM1025(40),0.3333333333333333
04/01/2026_07g00_2,2026-01-04,H6-112,80,40,IM1025(40),0.5
04/01/2026_07g00_2,2026-01-04,H6-110,80,40,IM1025(40),0.5
04/01/2026_07g00_2,2026-01-04,H6-109,80,40,IM1025(40),0.5
04/01/2026_07g00_2,2026-01-04,H6-405,120,38,IM1025(38),0.31666666666666665
04/01/2026_07g00_2,2026-01-04,H6-411,80,30,IM1025(30),0.375
04/01/2026_07g00_2,2026-01-04,H6-412,123,30,IM1025(30),0.24390243902439024
04/01/2026_09g30_1,2026-01-04,B4-305,80,79,"CH5699(42), CI5405(37)",0.9875
04/01/2026_09g30_1,2026-01-04,B4-303,60,60,"CO5137(31), IM1013(29)",1.0
04/01/2026_09g30_1,2026-01-04,B6-304,60,59,"IM1013(31), IM5111(28)",0.9833333333333333
04/01/2026_09g30_1,2026-01-04,B4-302,60,59,"EE5195(27), CI5143(22), EN5147(10)",0.9833333333333333
04/01/2026_09g30_1,2026-01-04,B6-302,60,58,"IM1013(15), CI5249(14), CH5741(13), MA5067(8), ME5087(8)",0.9666666666666667
04/01/2026_09g30_1,2026-01-04,B6-301,50,14,IM1013(14),0.28
04/01/2026_09g30_2,2026-01-04,H6-109,80,40,IM1013(40),0.5
04/01/2026_09g30_2,2026-01-04,H6-113,129,40,IM1013(40),0.31007751937984496
04/01/2026_09g30_2,2026-01-04,H6-110,80,39,IM1013(39),0.4875
04/01/2026_09g30_2,2026-01-04,H6-112,80,39,IM1013(39),0.4875
04/01/2026_13g00_1,2026-01-04,B1-311,80,78,"TR3011(39), CH3329(39)",0.975
04/01/2026_13g00_1,2026-01-04,B4-305,80,71,"CO3117(37), EE3097(34)",0.8875
04/01/2026_13g00_1,2026-01-04,B4-306,80,79,"CO3117(33), CH3329(30), EN3087(16)",0.9875
04/01/2026_13g00_1,2026-01-04,B4-303,60,56,"CO3117(32), IM1031(24)",0.9333333333333333
04/01/2026_13g00_1,2026-01-04,B4-405,60,60,"CH3329(30), CO3117(30)",1.0
04/01/2026_13g00_1,2026-01-04,B4-502,80,77,"EE3097(30), ME3003(24), CO3117(23)",0.9625
04/01/2026_13g00_1,2026-01-04,B1-313,56,52,"EE2005(22), ME3003(21), EE3097(9)",0.9285714285714286
04/01/2026_13g00_1,2026-01-04,B4-402,60,49,"CH3329(20), TR3011(16), ME3003(13)",0.8166666666666667
04/01/2026_13g00_2,2026-01-04,H6-305,129,126,"EE2005(50), EN3087(50), ME2049(26)",0.9767441860465116
04/01/2026_13g00_2,2026-01-04,H6-802,120,120,"IM3077(43), EE3097(42), CI4131(35)",1.0
04/01/2026_13g00_2,2026-01-04,H6-306,80,80,"EE2005(40), ME3003(40)",1.0
04/01/2026_13g00_2,2026-01-04,H6-205,117,117,"ME3003(40), ME2049(40), IM1031(37)",1.0
04/01/2026_13g00_2,2026-01-04,H6-201,120,120,"ME3003(40), IM1031(40), EE3097(40)",1.0
04/01/2026_13g00_2,2026-01-04,H6-109,80,80,"CI4131(40), EE3011(40)",1.0
04/01/2026_13g00_2,2026-01-04,H6-208,117,116,"ME3003(40), CO3117(40), EE3097(36)",0.9914529914529915
04/01/2026_13g00_2,2026-01-04,H6-113,129,120,"CI4131(40), CH3329(40), CO3117(40)",0.9302325581395349
04/01/2026_13g00_2,2026-01-04,H6-214,80,80,"CI4131(40), CH3329(40)",1.0
04/01/2026_13g00_2,2026-01-04,H6-514,108,105,"CO3117(40), ME3003(40), EE1005(25)",0.9722222222222222
04/01/2026_13g00_2,2026-01-04,H6-506,105,104,"CO3117(40), EE1005(39), AS3061(25)",0.9904761904761905
04/01/2026_13g00_2,2026-01-04,H6-212,80,78,"ME3003(39), CH3329(39)",0.975
04/01/2026_13g00_2,2026-01-04,H6-210,80,70,"ME3003(39), EE3097(31)",0.875
04/01/2026_13g00_2,2026-01-04,H1-102,93,83,"EE3011(23), CO3117(20), CI4131(20), ME3003(20)",0.8924731182795699
04/01/2026_15g30_1,2026-01-04,B4-306,80,72,"CO5173(33), CH5647(28), TR5069(11)",0.9
04/01/2026_15g30_1,2026-01-04,B4-305,80,32,CO5173(32),0.4
04/01/2026_15g30_1,2026-01-04,B4-302,60,30,CO5173(30),0.5
04/01/2026_15g30_1,2026-01-04,B4-303,60,30,CO5173(30),0.5
15/12/2025_07g00_1,2025-12-15,B4-505,120,112,"MT2013(42), EE3093(36), MT2009(34)",0.9333333333333333
15/12/2025_07g00_1,2025-12-15,B4-305,80,74,"MT2013(42), MT2009(32)",0.925
15/12/2025_07g00_1,2025-12-15,B4-406,108,102,"MT2013(42), CO3057(30), MT2009(30)",0.9444444444444444
15/12/2025_07g00_1,2025-12-15,B4-306,80,70,"MT2013(40), EE3093(30)",0.875
15/12/2025_07g00_1,2025-12-15,B1-212,72,61,"MT2013(31), MT2009(30)",0.8472222222222222
15/12/2025_07g00_1,2025-12-15,B4-402,60,60,"MT2013(30), MT2009(30)",1.0
15/12/2025_07g00_1,2025-12-15,B4-301,60,60,"MT2013(30), MT2009(30)",1.0
